🔒 Row ID,Nombre de la Rutina,Ejercicio 1,Ejercicio 2,Ejercicio 3,Ejercicio 4,Ejercico 5,Detalle equipo 1,Detalle equipo 2,Detalle equipo 3 ,detalle equipo 4 ,Detalle equipo 5,instrucciones 1,instruciones 2,instrucciones 3,instrucciones 4,instrucciones 5,Repeticiones 1.0,Repeticiones 2,Repeticiones 2.0,Repeticiones 3,Repeticiones 3.0,Repeticiones 4,Repeticiones 4.0,Repeticiones 5,Repeticiones 5.0,Consejo Pro 1,Consejo Pro 2,Consejo Pro 3,Consejo Pro 4,Consejo Pro 5,Músculos 1,Músculos 2,Músculos 3,Músculos 4,Músculos 5,Ejercicios sistemas,AreaDeTrabajo,Nivel,Enfoque,TodosEjercicioRtuina,TipoDisponibilidad,DiasSemana 1,DiasSemana 2,Dias A Mostrar,Repeticiones 1,Ejercicio 6,Repeticiones 6,Repeticiones 6.0,Músculos 6,RutaMaestría
SVGbCBttQ5CRiJNe9.gd0A,Pino: Tren Superior B,Flexiones Diamante,Remo con Liga (agarre amplio),Press de Hombro con Liga (de pie),L-Sit (piernas extendidas),Flexiones en Paralelas (rango completo),N/A,Liga,Barra para Ligas + Banda,Barras Paralelas bajas,Barras Paralelas bajas,Coloca las manos en el suelo formando un diamante con los pulgares e índices. Baja el pecho hasta las manos y empuja para subir manteniendo el cuerpo recto.,Siéntate con las piernas extendidas al frente. Pasa la liga por la planta de tus pies y sujeta los extremos con agarre amplio y palmas hacia abajo. Tira hacia el pecho abriendo los codos.,De pie (o sentado sobre la liga)pisando la liga. Sujeta los extremos a la altura de los hombros. Empuja hacia arriba extendiendo completamente los brazos y baja con control hasta los hombros.,Siéntate entre las barras con manos en las barras y brazos rectos. Levanta la cadera y extiende las piernas completamente al frente formando una L.,Manos en las barras en posición de plancha. Baja el pecho por debajo del nivel de las barras aprovechando el rango extra que dan las paralelas. Sube con fuerza.,4 series de 6-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 10-20 seg,4 series de 10-20 seg,4 series de 8-12 reps,4 series de 8-12 reps,Mantén los codos pegados al cuerpo. Si es muy difícil hazlas en rodillas primero.,Aprieta los omóplatos al final. El agarre amplio enfatiza más la espalda alta y el deltoides posterior.,Aprieta el abdomen para no arquear la espalda. Extiende completamente los brazos arriba.,Empuja las barras hacia abajo con fuerza. Activa los cuádriceps para mantener las piernas rectas y arriba.,Baja lento (3 segundos) y sube explosivo. El rango extra activa más fibras del pecho.,"Tríceps, Pecho interior, Deltoides","Trapecio, Deltoides posterior, Romboides","Deltoides, Tríceps, Trapecio","Abdominales, Flexores de cadera, Tríceps","Pectorales, Tríceps, Deltoides",Vigor Corporal,false,Pino,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/WgGiJH96wuQyDIWN7K4d.jpeg,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 6-10 reps,,,,,
MCwDTEl-SB26nd0L7bRs2A,Pino: Tren Superior C,Flexiones Archer Asistidas,Dominadas Australianas (en barra baja),Fondos Profundos en Paralelas,Pike Push-ups Elevados,Remo con Liga (agarre cerrado),N/A,Barra baja o barra de dominadas baja,Barras Paralelas bajas,,Liga,En posición de flexión con las manos más abiertas que los hombros. Baja hacia un lado doblando un codo mientras el otro brazo se extiende. Empuja para subir y alterna.,Acuéstate debajo de la barra y sujétala con agarre prono. Cuerpo recto como tabla con los talones en el suelo. Tira del pecho hacia la barra y baja con control.,Sujeta las barras con brazos extendidos. Baja el cuerpo doblando los codos hasta que los hombros queden por debajo de los codos. Empuja para subir.,,"Siéntate con las piernas extendidas al  frente , pasa la liga por la plata de tus pies  y sujeta ambos extremos de la liga juntos con las dos manos. Tira hacia el ombligo con los codos muy pegados al cuerpo.",4 series de 5-8 reps por lado,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 6-10 reps,4 series de 6-10 reps,,4 series de 5-8 reps,4 series de 10-12 reps,4 series de 10-12 reps,El brazo extendido puede tener los dedos apoyados para asistencia. Baja el pecho hacia la mano que se flexiona.,Aprieta los omóplatos al subir. Cuanto más horizontal esté tu cuerpo más difícil será.,Inclina el torso ligeramente al frente para más activación de pecho. Si sientes dolor en el hombro no bajes tanto.,,Aprieta fuerte la espalda al final del movimiento. El agarre cerrado enfatiza más los dorsales y bíceps.,"Pectorales, Tríceps, Deltoides","Espalda (Dorsales), Bíceps, Romboides","Pecho, Tríceps, Deltoides frontal",,"Dorsales, Bíceps, Romboides",Vigor Corporal,,Pino,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/REFtZIjqNOzyLwVXeADL.jpeg,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 5-8 reps por lado,,,,,
2OhPcUzlSiiPKUBQhWg1wQ,Pino: Tren Inferior A,Sentadilla Búlgara,Peso Muerto Rumano a Una Pierna,Sentadilla con Salto,Puente de Glúteo Elevado (pies en silla),Elevación de Talones con Pausa,Silla o superficie elevada,N/A,N/A,Silla,N/A,Coloca el empeine de un pie sobre una silla detrás de ti. Baja flexionando la rodilla delantera hasta que el muslo quede paralelo al suelo. Sube con fuerza.,De pie sobre una pierna con rodilla ligeramente flexionada. Inclina el torso hacia adelante con la espalda recta mientras la pierna libre se extiende atrás. Regresa apretando glúteo e isquiotibial.,Realiza una sentadilla normal y al subir explota saltando lo más alto posible. Aterriza suave con las rodillas ligeramente flexionadas y repite.,Acuéstate boca arriba con los pies apoyados sobre una silla. Empuja la cadera hacia arriba apretando los glúteos con fuerza. Baja con control.,De pie con los pies a la anchura de la cadera. Sube los talones apretando las pantorrillas. Mantén arriba 3 segundos y baja lento (3 segundos).,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 12-15 reps,4 series de 12-15 reps,4 series de 12-15 reps,4 series de 12-15 reps,Mantén el torso erguido. Puedes inclinar ligeramente el torso para más activación de glúteo.,Siente el estiramiento en el isquiotibial de la pierna de apoyo. No redondees la espalda.,Aterriza siempre con la punta de los pies primero y luego los talones. Amortigua bien cada salto.,La elevación de pies aumenta el rango de movimiento y la dificultad. Aprieta 2 segundos arriba.,El tempo lento aumenta el tiempo bajo tensión. Puedes hacerlo en el borde de un escalón para más rango.,"Cuádriceps, Glúteos, Isquiotibiales","Isquiotibiales, Glúteos, Core","Cuádriceps, Glúteos, Pantorrillas","Glúteos, Isquiotibiales",Pantorrillas (Gemelos y Sóleo),Vigor Corporal,,Pino,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/JtzunivlUxIOd3y60y6l.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps por pierna,,,,,
lIr.tLARTTSnIdpSYAXTOg,Pino: Tren Inferior B,Sentadilla Cosaca,Zancada con Salto Alternada,Hip Thrust a Una Pierna (en silla),Step-Up Alto (en silla),Wall Sit con Una Pierna,N/A,N/A,Silla,Silla firme,Muro,Pies muy abiertos. Baja hacia un lado flexionando una rodilla mientras la otra pierna se extiende recta con el pie apuntando arriba. Sube y alterna.,En posición de zancada baja salta explosivamente intercambiando las piernas en el aire. Aterriza suave en posición de zancada con la otra pierna al frente.,Siéntate en el suelo con la espalda alta apoyada en una silla. Un pie en el suelo y la otra pierna extendida. Empuja la cadera hacia arriba con la pierna apoyada.,Coloca un pie sobre una silla firme y alta. Empuja con esa pierna para subir todo el cuerpo sin impulsarte con la pierna de abajo. Baja con control.,Apoya la espalda contra la pared en posición de sentadilla a 90 grados. Levanta un pie del suelo y mantén la posición solo con una pierna.,4 series de 6-8 reps por pierna,4 series de 8 reps por pierna,4 series de 8 reps por pierna,4 series de 10 reps por pierna,4 series de 10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 15-25 seg por pierna,4 series de 15-25 seg por pierna,Mantén el talón pegado al suelo y el torso erguido. Si puedes baja hasta que el glúteo toque el talón.,Aterriza con control. Usa los brazos para impulsar el salto. Mantén el torso erguido.,Aprieta el glúteo arriba y mantén la cadera nivelada. Baja con control sin tocar el suelo.,La silla debe ser estable. Empuja solo con la pierna de arriba. Mantén el torso recto.,Aprieta el cuádriceps con fuerza. Si es muy difícil empieza con ángulo mayor a 90 grados.,"Aductores, Cuádriceps, Glúteos","Cuádriceps, Glúteos, Pantorrillas","Glúteos, Isquiotibiales, Core","Cuádriceps, Glúteos","Cuádriceps, Glúteos, Core",Vigor Corporal,,Pino,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/rUkfTXxVi3TwnPNzgtiT.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 6-8 reps por pierna,,,,,
KyZFngdpQsquiLfvSMi4Jg,Pino: Tren Inferior C,Pistol Squat Asistida (con liga),Curl Nórdico Asistido (con liga),Sentadilla Sissy Asistida,Zancada Búlgara con Pausa,Salto al Cajón (en silla firme),Barra para Ligas + Banda,Barra baja + Banda,Muro o poste para sujetarse,Silla o superficie elevada,Silla firme y estable,Sujeta una liga atada a la barra a la altura del pecho. Extiende una pierna al frente y baja con la otra haciendo sentadilla completa. Usa la liga para asistir la subida.,Arrodíllate con los pies anclados bajo la barra baja. Ata una liga a la barra y sujétala al pecho. Baja el torso lentamente hacia el suelo resistiendo la caída.,De pie sujetándote de la pared. Inclínate hacia atrás flexionando las rodillas mientras te pones de puntillas. Baja las rodillas hacia adelante y sube con control.,Igual que la sentadilla búlgara pero mantén la posición baja durante 3 segundos antes de subir. El pie trasero apoyado en la silla.,De pie frente a una silla estable. Flexiona rodillas y salta aterrizando con ambos pies sobre la silla. Baja con cuidado paso a paso.,4 series de 4-6 reps por pierna,4 series de 4-6 reps,4 series de 4-6 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-8 reps,4 series de 6-8 reps,La liga ayuda en la parte más difícil (abajo). Conforme ganes fuerza usa ligas más delgadas.,Baja lo más lento que puedas (5 segundos). La liga asiste la subida. Excelente para isquiotibiales.,Mantén la cadera extendida (no te sientes). Siente el estiramiento profundo en los cuádriceps.,La pausa elimina el impulso y obliga al músculo a trabajar más. Mantén la tensión constante.,Asegúrate de que la silla sea muy estable. Aterriza suave con las rodillas flexionadas. Baja caminando no saltando.,"Cuádriceps, Glúteos, Core","Isquiotibiales, Glúteos","Cuádriceps, Recto femoral","Cuádriceps, Glúteos, Isquiotibiales","Cuádriceps, Glúteos, Pantorrillas",Vigor Corporal,,Pino,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/w1GHwgfG5Pra0QSgtn2W.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 4-6 reps por pierna,,,,,
qosRaGyHTo2UbiqsQVO6Uw,Pino: Cuerpo Completo A,Flexiones Escapulares,Sentadilla Búlgara,Fondos en Paralelas,Peso Muerto Rumano a Una Pierna,Plancha Inclinada,Barras Paralelas,Silla o superficie elevada,Barras Paralelas bajas,N/A,"Barra baja, borde silla o cama","En posición de plancha sobre las barras, mantén los brazos totalmente rectos. Junta tus escápulas dejando que el pecho baje un poco y luego empuja con fuerza para separarlas.",Coloca el empeine de un pie sobre una silla detrás de ti. Baja flexionando la rodilla delantera hasta que el muslo quede paralelo al suelo. Sube con fuerza.,Sujeta las barras con los brazos extendidos y las piernas estiradas al frente o cruzadas. Baja doblando los codos hasta 90 grados y empuja para subir.,De pie sobre una pierna con rodilla ligeramente flexionada. Inclina el torso hacia adelante con la espalda recta mientras la pierna libre se extiende atrás. Regresa apretando glúteo e isquiotibial.,Apoya las manos en la barra baja en posición de flexión. Mantén el cuerpo en línea recta y aprieta el abdomen con fuerza sin dejar que la cadera caiga.,4 series de 8-12 reps,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,3 series de 30-45 seg,3 series de 30-45 seg,No dobles los codos. El movimiento es corto y nace solo de tus hombros.,Mantén el torso erguido. Puedes inclinar ligeramente el torso para más activación de glúteo.,Mantén los codos apuntando hacia atrás. Controla la bajada sin dejarte caer.,Siente el estiramiento en el isquiotibial de la pierna de apoyo. No redondees la espalda.,Imagina que quieres llevar el ombligo hacia tu columna para activar bien el core.,Serrato anterior y Trapecio,"Cuádriceps, Glúteos, Isquiotibiales","Tríceps, Pecho inferior, Deltoides","Isquiotibiales, Glúteos, Core",Abdomen (Core) y Hombros,Vigor Corporal,,Pino,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/lWlzNcFGw4HmsSaGZuN5.jpeg,3 Dias,Lunes Viernes,Miercoles,Lunes Viernes,4 series de 8-12 reps,,,,,
vdUas2SyS6eXZXz-zOHcDQ,Pino: Cuerpo Completo B,Pike Push-ups (en paralelas),Sentadilla Cosaca,Remo Sentado con Liga,Puente de Glúteo Elevado (pies en silla),L-Sit (piernas extendidas),Barras Paralelas bajas,N/A,Liga,Silla,Barras Paralelas bajas,Manos en las barras en posición de plancha. Sube la cadera formando una V invertida. Baja la cabeza entre las barras doblando los codos y empuja para subir.,Pies muy abiertos. Baja hacia un lado flexionando una rodilla mientras la otra pierna se extiende recta con el pie apuntando arriba. Sube y alterna.,Siéntate en el suelo piernas extendidas al frente. Pasa la liga por la planta de tus pies y sujeta los extremos. Tira hacia tu ombligo llevando los codos atrás y apretando la espalda.,Acuéstate boca arriba con los pies apoyados sobre una silla. Empuja la cadera hacia arriba apretando los glúteos con fuerza. Baja con control.,Siéntate entre las barras con manos en las barras y brazos rectos. Levanta la cadera y extiende las piernas completamente al frente formando una L.,4 series de 6-10 reps,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 12-15 reps,4 series de 12-15 reps,4 series de 10-20 seg,4 series de 10-20 seg,Cuanto más cerca estén los pies de las manos más difícil será. Mira hacia las barras al bajar.,Mantén el talón pegado al suelo y el torso erguido. Si puedes baja hasta que el glúteo toque el talón.,Mantén la espalda erguida y saca pecho. No permitas que la liga te encorve al regresar.,La elevación de pies aumenta el rango de movimiento y la dificultad. Aprieta 2 segundos arriba.,Empuja las barras hacia abajo con fuerza. Activa los cuádriceps para mantener las piernas rectas y arriba.,"Deltoides, Tríceps, Trapecio","Aductores, Cuádriceps, Glúteos",Espalda (Dorsales) y Brazos (Bíceps),"Glúteos, Isquiotibiales","Abdominales, Flexores de cadera, Tríceps",Vigor Corporal,,Pino,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/862PHorlHapyz1SdYgZC.jpeg,3 Dias,Miercoles,Lunes Viernes,Miercoles,4 series de 6-10 reps,,,,,
Nr.AXJsgRFWhnN59DXJJmA,Pino: Cuerpo Completo C,Flexiones Diamante,Zancada con Salto Alternada,Dominadas Australianas (en barra baja),Hip Thrust a Una Pierna (en silla),Fondos Profundos en Paralelas,N/A,N/A,Barra baja o barra de dominadas baja,Silla,Barras Paralelas bajas,Coloca las manos en el suelo formando un diamante con los pulgares e índices. Baja el pecho hasta las manos y empuja para subir manteniendo el cuerpo recto.,En posición de zancada baja salta explosivamente intercambiando las piernas en el aire. Aterriza suave en posición de zancada con la otra pierna al frente.,Acuéstate debajo de la barra y sujétala con agarre prono. Cuerpo recto como tabla con los talones en el suelo. Tira del pecho hacia la barra y baja con control.,Siéntate en el suelo con la espalda alta apoyada en una silla. Un pie en el suelo y la otra pierna extendida. Empuja la cadera hacia arriba con la pierna apoyada.,Sujeta las barras con brazos extendidos. Baja el cuerpo doblando los codos hasta que los hombros queden por debajo de los codos. Empuja para subir.,4 series de 6-10 reps,4 series de 8 reps por pierna,4 series de 8 reps por pierna,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 10 reps por pierna,4 series de 10 reps por pierna,4 series de 6-10 reps,4 series de 6-10 reps,Mantén los codos pegados al cuerpo. Si es muy difícil hazlas en rodillas primero.,Aterriza con control. Usa los brazos para impulsar el salto. Mantén el torso erguido.,Aprieta los omóplatos al subir. Cuanto más horizontal esté tu cuerpo más difícil será.,Aprieta el glúteo arriba y mantén la cadera nivelada. Baja con control sin tocar el suelo.,Inclina el torso ligeramente al frente para más activación de pecho. Si sientes dolor en el hombro no bajes tanto.,"Tríceps, Pecho interior, Deltoides","Cuádriceps, Glúteos, Pantorrillas","Espalda (Dorsales), Bíceps, Romboides","Glúteos, Isquiotibiales, Core","Pecho, Tríceps, Deltoides frontal",Vigor Corporal,,Pino,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/SfhgqC1UlXIdme6B9Xec.jpeg,3 Dias,,,,4 series de 6-10 reps,,,,,
N.yn6LgGS3-PCcbKjqXB9Q,Semilla Gym: Tren Superior A,Press de Banca con Barra,Remo con Mancuerna,Press Militar con Mancuernas,Curl de Biceps con Mancuernas,Extensión de Triceps en Polea,Banco plano + Barra,Banco plano + Mancuerna,Banco a 90° + Mancuernas,Mancuernas,Polea alta + Barra recta,Acuestate en el banco plano con los pies firmes en el suelo. Agarra la barra a la anchura de los hombros. Baja la barra hasta tocar el pecho y empuja hacia arriba hasta extender los brazos.,"Apoya una rodilla y una mano en el banco. Con la otra mano sujeta la
  mancuerna y tira hacia la cadera llevando el codo hacia atras. Baja con
  control.","Sientate en el banco con respaldo vertical. Sube las mancuernas a la
  altura de los hombros con las palmas al frente. Empuja hacia arriba hasta
  extender los brazos y baja con control.","De pie con una mancuerna en cada mano y los brazos extendidos. Flexiona
  los codos subiendo las mancuernas hacia los hombros. Baja con control sin
  balancear el cuerpo.",De pie frente a la polea alta. Sujeta la barra con las palmas hacia abajo. Extiende los brazos empujando hacia abajo hasta bloquear los codos. Regresa con control.,4 series de 8-10 reps,4 series de 10-12 reps por lado,4 series de 10-12 reps por lado,4 series de 8-10 reps,4 series de 8-10 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,"Retrae las escapulas y saca pecho antes de
  desenganchar la barra. No rebotes en el pecho.",Aprieta la espalda arriba durante 1 segundo. No gires el torso al tirar.,"No arquees la espalda baja. Aprieta el abdomen durante todo el
  movimiento.",Manten los codos pegados al torso. No uses impulso con la espalda.,Manten los codos pegados al cuerpo y fijos. Solo mueve los antebrazos.,"Pectorales, Tricceps, Deltoides frontal","Dorsales, Romboides, Bicceps","Deltoides, Triceps, Trapecio",Biceps,Triceps,Carga de Hierro,false,Semilla,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/cyITkNefsHBCsFMQPAok.jpeg,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves,Lunes Jueves ,4 series de 8-10 reps,,,,,
BpTB0FP7QyKzPgNJLfcADA,Semilla Gym: Tren Superior B,Press Inclinado con Mancuernas,Jalón al Pecho en Polea,Elevaciones Laterales con Mancuernas,Curl Martillo con Mancuernas,Fondos en Maquina Asistida,Banco inclinado 30-45° + Mancuernas,Polea alta + Barra ancha,Mancuernas,Mancuernas,Maquina de fondos asistidos,"Acuestate en el banco inclinado. Sube las mancuernas a la altura del
  pecho con los codos abiertos. Empuja hacia arriba juntando ligeramente las
  mancuernas arriba. Baja con control.","Sientate en la maquina de jalón con los muslos fijos bajo los cojines.
  Agarra la barra ancha con las palmas al frente. Tira hacia el pecho superior
  llevando los codos hacia abajo y atras.","De pie con una mancuerna en cada mano a los lados. Sube los brazos
  lateralmente hasta la altura de los hombros manteniendo una ligera flexion de
  codos. Baja con control.","De pie con mancuernas a los lados y palmas viendose entre si (agarre
  neutro). Flexiona los codos subiendo las mancuernas sin girar las muñecas.
  Baja con control.","Sube a la maquina y apoya las rodillas en la plataforma. Sujeta las
  barras y baja el cuerpo doblando los codos hasta 90 grados. Empuja para
  subir.",4 series de 8-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 8-10 reps,3 series de 8-10 reps,"Manten las escapulas retraidas. El angulo de 30° activa mas pecho
  superior sin sobrecargar el hombro.","Saca pecho al tirar. No te inclines demasiado hacia atras. Controla el
  regreso.","Usa peso ligero y control. Imagina que viertes agua de una jarra al
  subir.","Manten los codos fijos. Este agarre trabaja mas el braquial y el
  antebrazo.","Ajusta el contrapeso segun tu nivel. Conforme ganes fuerza reduce la
  asistencia.","Pecho superior, Triceps, Deltoides frontal","Dorsales, Biceps, Romboides",Deltoides lateral,"Biceps, Braquial, Antebrazo","Triceps, Pecho inferior, Deltoides",Carga de Hierro,false,Semilla,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/AuSYxJfAwAzvvcjyGqWS.jpeg,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
iYX42O-NRViArKrspXoxSA,Semilla Gym: Tren Superior C,Press de Banca con Mancuernas,Remo en Maquina,Press Arnold con Mancuernas,Curl con Barra Z,Press Frances con Mancuerna,Banco plano + Mancuernas,Maquina de remo sentado,Banco a 90° + Mancuernas,Barra Z,Banco plano + Mancuerna,"Acuestate en el banco con una mancuerna en cada mano a la altura del
  pecho. Empuja hacia arriba extendiendo los brazos y baja con control hasta
  que los codos queden a 90 grados.","Sientate en la maquina con el pecho apoyado en el coji­n. Agarra las
  manijas y tira hacia atras apretando los omoplatos. Regresa con control.","Sientate con las mancuernas frente al pecho y las palmas hacia ti. Empuja
  hacia arriba girando las palmas hacia afuera durante la subida. Regresa
  invirtiendo el giro.","De pie sujeta la barra Z con agarre supino en las curvas de la barra.
  Flexiona los codos subiendo la barra hacia los hombros. Baja con control.","Acuestate en el banco con una mancuerna sujeta con ambas manos sobre la
  cabeza. Baja la mancuerna detras de la cabeza flexionando los codos. Extiende
  para subir.",4 series de 8-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,"Las mancuernas permiten mayor rango de movimiento que la barra. Baja
  hasta sentir estiramiento en el pecho.","Saca pecho y manten la espalda erguida. Aprieta la espalda 1 segundo al
  final.","El giro activa las tres cabezas del deltoides. Usa peso moderado para
  controlar el movimiento.",La barra Z reduce la tensión en las muñecas. No balancees el cuerpo.,Manten los codos apuntando al techo y fijos. Solo mueve los antebrazos.,"Pectorales, Triceps, Deltoides frontal","Dorsales, Romboides, Biceps","Deltoides (anterior, lateral, posterior)","Biceps, Antebrazo",Triceps,Carga de Hierro,,Semilla,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/mX7L2CSZt2AVMlM6d09T.jpeg,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
EQwT5Ua1TReoj2w8FcG0mA,Semilla Gym: Tren Inferior A,Sentadilla con Barra,Prensa de Piernas,Curl Femoral en Maquina,Extensión de Cuadriceps en Maquina,Elevación de Talones con Barra,Rack + Barra,Maquina prensa de piernas,Maquina curl femoral acostado,Maquina extensión de cuadriceps,Rack + Barra,"Coloca la barra sobre los trapecios. Pies a la anchura de los hombros.
  Baja flexionando rodillas y cadera como si te sentaras. Manten la espalda
  recta y sube empujando con los talones.","Sientate en la maquina con los pies en la plataforma a la anchura de los
hombros. Suelta los seguros y baja la plataforma flexionando las rodillas
hasta 90 grados. Empuja para subir.",Acuestate boca abajo en la maquina con los tobillos bajo el cojin. Flexiona las rodillas llevando los talones hacia los gluteos. Baja con control.,Sientate en la maquina con los tobillos bajo el coji­n. Extiende las rodillas subiendo el peso hasta que las piernas queden rectas. Baja con control.,Coloca la barra sobre los trapecios como en sentadilla. Sube los talones apretando las pantorrillas. Baja con control hasta estirar completamente.,4 series de 8-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 12-15 reps,3 series de 12-15 reps,4 series de 15-20 reps,4 series de 15-20 reps,"Mira al frente. Las rodillas van en dirección a los pies. Baja al menos
  hasta paralelo.","No bloquees completamente las rodillas arriba. Manten la espalda baja
  pegada al respaldo.","No levantes la cadera del banco. Aprieta los isquiotibiales arriba 1
  segundo.","No uses impulso. Aprieta los cuadriceps arriba 1 segundo. Baja lento (3
  segundos).","Haz pausa de 2 segundos arriba. Puedes poner un disco bajo los pies para
  mayor rango.","Cuadriceps, Glueos, Isquiotibiales","Cuadriceps, Gluteos",Isquiotibiales,Cuadriceps,Pantorrillas (Gemelos y Soleo),Carga de Hierro,,Semilla,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/s9xFOr1VBNxbXa3j3j7K.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
f7mN6n9AS-aMcGDcC8FF7w,Semilla Gym: Tren Inferior B,Peso Muerto Rumano con Barra,Zancada con Mancuernas,Hip Thrust con Barra,Sentadilla Goblet con Mancuerna,Elevación de Talones con Barra,Barra,Mancuernas,Banco + Barra + Pad,Mancuerna,Rack + Barra,"De pie con la barra frente a los muslos y agarre a la anchura de los
  hombros. Inclina el torso hacia adelante con rodillas ligeramente
  flexionadas. Baja la barra por las piernas hasta sentir estiramiento en
  isquiotibiales. Sube apretando gluteos.","De pie con una mancuerna en cada mano. Da un paso al frente y baja la
  rodilla trasera casi al suelo. Empuja con la pierna delantera para volver a
  la posición inicial.","Sientate en el suelo con la espalda alta apoyada en un banco. Coloca la
  barra con pad sobre la cadera. Empuja la cadera hacia arriba apretando los
  gluteos. Baja con control.","De pie sujeta una mancuerna vertical contra el pecho con ambas manos.
  Baja en sentadilla profunda manteniendo el torso erguido. Sube empujando con
  los talones.",Coloca la barra sobre los trapecios como en sentadilla. Sube los talones apretando las pantorrillas. Baja con control hasta estirar completamente.,4 series de 8-10 reps,4 series de 10 reps por pierna,4 series de 10 reps por pierna,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,4 series de 15-20 reps,4 series de 15-20 reps,"Manten la barra pegada a las piernas. La espalda siempre recta. No
  redondees.","Manten el torso erguido. La rodilla delantera no debe pasar la punta del
  pie.","Aprieta los gluteos arriba 2 segundos. La barbilla al pecho para no
  hiperextender.","Los codos deben pasar por dentro de las rodillas. Excelente para aprender
  la tecnica de sentadilla.","Haz pausa de 2 segundos arriba. Puedes poner un disco bajo los pies para
  mayor rango.","Isquiotibiales, Gluteos, Espalda baja","Cuadriceps, Gluteos, Isquiotibiales","Gluteos, Isquiotibiales","Cuadriceps, Gluteos",Pantorrillas (Gemelos y Soleo),Carga de Hierro,,Semilla,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/kNt91nV45MZzxnU29SQt.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
