id,slug,nombre interno,nombre visible,término público recomendado,descripción corta,descripción completa,Sistema,Ruta,Madera,orden,día,fase,modalidad,lista ordenada de ejercicios,series,repeticiones,tiempo,descansos,tempo,duración estimada,equipo,requisitos previos,condición de desbloqueo,criterio de cumplimiento,evidencia solicitada,recompensa,insignia relacionada,clasificación relacionada,pantalla,componente,activo visual,fuente,contradicciones,información faltante
9f883608-6395-4d62-aa34-0cf5db78a241,pino:-tren-superior-b,Pino: Tren Superior B,Pino: Tren Superior B,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/WgGiJH96wuQyDIWN7K4d.jpeg,Supabase: rutinas,,
e62ddf77-9485-497d-b49f-45edf3304ced,pino:-tren-superior-c,Pino: Tren Superior C,Pino: Tren Superior C,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/REFtZIjqNOzyLwVXeADL.jpeg,Supabase: rutinas,,
1f7c44c2-c389-4396-83ca-112fc90e4369,pino:-tren-inferior-a,Pino: Tren Inferior A,Pino: Tren Inferior A,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/JtzunivlUxIOd3y60y6l.jpeg,Supabase: rutinas,,
cdf68e37-f4f6-4381-b961-eb32eede0358,pino:-tren-inferior-b,Pino: Tren Inferior B,Pino: Tren Inferior B,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/rUkfTXxVi3TwnPNzgtiT.jpeg,Supabase: rutinas,,
42aa9ecd-ec1b-4f15-a2d5-45b5fb620363,pino:-tren-inferior-c,Pino: Tren Inferior C,Pino: Tren Inferior C,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/w1GHwgfG5Pra0QSgtn2W.jpeg,Supabase: rutinas,,
877cdba5-00e4-4a29-a29f-70891e472df3,pino:-cuerpo-completo-a,Pino: Cuerpo Completo A,Pino: Cuerpo Completo A,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/lWlzNcFGw4HmsSaGZuN5.jpeg,Supabase: rutinas,,
9854322e-0654-473e-84d7-395b57b61917,pino:-cuerpo-completo-b,Pino: Cuerpo Completo B,Pino: Cuerpo Completo B,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/862PHorlHapyz1SdYgZC.jpeg,Supabase: rutinas,,
3e1bff22-46ae-40fe-9937-172ef4aa8fd8,pino:-cuerpo-completo-c,Pino: Cuerpo Completo C,Pino: Cuerpo Completo C,Misión,,,Vigor Corporal,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/SfhgqC1UlXIdme6B9Xec.jpeg,Supabase: rutinas,,
337597d6-ca14-482f-a70e-cd2adef2cd0f,semilla-gym:-tren-superior-a,Semilla Gym: Tren Superior A,Semilla Gym: Tren Superior A,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/cyITkNefsHBCsFMQPAok.jpeg,Supabase: rutinas,,
fa298b42-d454-4ba7-bddc-f9c93b137eb5,semilla-gym:-tren-superior-b,Semilla Gym: Tren Superior B,Semilla Gym: Tren Superior B,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/AuSYxJfAwAzvvcjyGqWS.jpeg,Supabase: rutinas,,
5d5e08b1-d402-493e-a407-b21d0c042c6d,semilla-gym:-tren-superior-c,Semilla Gym: Tren Superior C,Semilla Gym: Tren Superior C,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/mX7L2CSZt2AVMlM6d09T.jpeg,Supabase: rutinas,,
9f4dc802-a7e6-4454-beeb-af72f17a9f58,semilla-gym:-tren-inferior-a,Semilla Gym: Tren Inferior A,Semilla Gym: Tren Inferior A,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/s9xFOr1VBNxbXa3j3j7K.jpeg,Supabase: rutinas,,
8dbf9e15-2059-42cf-8721-68ebe2fe9402,semilla-gym:-tren-inferior-b,Semilla Gym: Tren Inferior B,Semilla Gym: Tren Inferior B,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/kNt91nV45MZzxnU29SQt.jpeg,Supabase: rutinas,,
4a3e387d-4a16-41cf-96aa-08ea0045d45b,semilla-gym:-tren-inferior-c,Semilla Gym: Tren Inferior C,Semilla Gym: Tren Inferior C,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/6pBHpFXc56Vjx4PZKhOK.jpeg,Supabase: rutinas,,
eb8aa33e-a1da-40a5-b4ad-8f03b3703406,semilla-gym:-cuerpo-completo-a,Semilla Gym: Cuerpo Completo A,Semilla Gym: Cuerpo Completo A,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/v9HJe7uXMuONL6M7cbaG.jpeg,Supabase: rutinas,,
54de7aff-e4d6-4164-8017-ea750774ed8c,semilla-gym:-cuerpo-completo-b,Semilla Gym: Cuerpo Completo B,Semilla Gym: Cuerpo Completo B,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/InHywNn1JIDuJrwj5CHH.jpeg,Supabase: rutinas,,
8590736b-f6c8-4449-ae5d-7b9bb8bdda29,semilla-gym:-cuerpo-completo-c,Semilla Gym: Cuerpo Completo C,Semilla Gym: Cuerpo Completo C,Misión Semilla,,,Carga de Hierro,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/eVeKLOQTREgkgXy6ACWa.jpeg,Supabase: rutinas,,
df4e23c3-a174-4b12-bb4c-6a1d91f7b691,pino-gym:-tren-superior-a,Pino Gym: Tren Superior A,Pino Gym: Tren Superior A,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
ce8fca49-b0fb-4ef8-94d4-9b6fe8a3ffeb,pino-gym:-tren-superior-b,Pino Gym: Tren Superior B,Pino Gym: Tren Superior B,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
82d99f7a-12a9-4f9a-9497-73b1ef7988da,pino-gym:-tren-superior-c,Pino Gym: Tren Superior C,Pino Gym: Tren Superior C,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4fe3b5bd-81a4-421b-87ca-0f678fb81458,pino-gym:-tren-inferior-a,Pino Gym: Tren Inferior A,Pino Gym: Tren Inferior A,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
dc3b91d1-2117-4c8c-aef5-5495ea0da820,pino-gym:-tren-inferior-b,Pino Gym: Tren Inferior B,Pino Gym: Tren Inferior B,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
71e4035c-0125-44fc-ba2e-ba7934f21c43,pino-gym:-tren-inferior-c,Pino Gym: Tren Inferior C,Pino Gym: Tren Inferior C,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4f6761c3-895a-49c9-a111-d55adbea2411,pino-gym:-cuerpo-completo-a,Pino Gym: Cuerpo Completo A,Pino Gym: Cuerpo Completo A,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
11624ba9-61a8-4c6d-9c2d-6ae9a465f125,pino-gym:-cuerpo-completo-b,Pino Gym: Cuerpo Completo B,Pino Gym: Cuerpo Completo B,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
13bcbcf1-5f5c-4756-9e1d-c92903ebce1e,pino-gym:-cuerpo-completo-c,Pino Gym: Cuerpo Completo C,Pino Gym: Cuerpo Completo C,Misión,,,Carga de Hierro,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
3b78d660-b62d-4c19-ac95-72fcb88e2667,semilla-hibrido:-tren-superior-a,Semilla Hibrido: Tren Superior A,Semilla Hibrido: Tren Superior A,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
99b0a876-e03d-4aa7-ae22-8dc69455c1e8,semilla-hibrido:-tren-superior-b,Semilla Hibrido: Tren Superior B,Semilla Hibrido: Tren Superior B,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f2f39370-64ca-4e2c-b3e4-8425d3e73c66,semilla-hibrido:-tren-superior-c,Semilla Hibrido: Tren Superior C,Semilla Hibrido: Tren Superior C,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
164dbb5a-5488-48c4-b7b8-09008ce02497,semilla-hibrido:-tren-inferior-a,Semilla Hibrido: Tren Inferior A,Semilla Hibrido: Tren Inferior A,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f0257f38-0b74-410f-b559-08da05b29dfc,semilla-hibrido:-tren-inferior-b,Semilla Hibrido: Tren Inferior B,Semilla Hibrido: Tren Inferior B,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
94eb6310-fad0-4d06-9330-0d33e9861e30,semilla-hibrido:-tren-inferior-c,Semilla Hibrido: Tren Inferior C,Semilla Hibrido: Tren Inferior C,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
6000be71-b7eb-43ce-bbd1-2faf1c834162,semilla-hibrido:-cuerpo-completo-c,Semilla Hibrido: Cuerpo Completo C,Semilla Hibrido: Cuerpo Completo C,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
51350df0-c91d-4309-8ea6-a75e11179e6c,pino-hibrido:-tren-superior-a,Pino Hibrido: Tren Superior A,Pino Hibrido: Tren Superior A,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4d3c33b3-4dc3-4d98-82dc-6e5136e13e70,pino-hibrido:-tren-superior-b,Pino Hibrido: Tren Superior B,Pino Hibrido: Tren Superior B,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f9029b91-c5bc-4f44-9585-2045f34da961,pino-hibrido:-tren-superior-c,Pino Hibrido: Tren Superior C,Pino Hibrido: Tren Superior C,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
49a5ff2d-a48e-4ff4-9ac6-856989c5959c,pino-hibrido:-tren-inferior-a,Pino Hibrido: Tren Inferior A,Pino Hibrido: Tren Inferior A,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
68e10925-1ffe-479a-947b-973a06cba635,pino-hibrido:-tren-inferior-b,Pino Hibrido: Tren Inferior B,Pino Hibrido: Tren Inferior B,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
ad79d933-e216-4111-bf52-06bdbfa8b2b5,pino-hibrido:-tren-inferior-c,Pino Hibrido: Tren Inferior C,Pino Hibrido: Tren Inferior C,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f7aa6112-6e5b-4f29-946a-35fa59b7615a,pino-hibrido:-cuerpo-completo-a,Pino Hibrido: Cuerpo Completo A,Pino Hibrido: Cuerpo Completo A,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
46939403-9731-4f57-95c9-3283dc689f22,pino-hibrido:-cuerpo-completo-b,Pino Hibrido: Cuerpo Completo B,Pino Hibrido: Cuerpo Completo B,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
dc03d3c7-41a9-468d-b826-7e0fac35a6f7,pino-hibrido:-cuerpo-completo-c,Pino Hibrido: Cuerpo Completo C,Pino Hibrido: Cuerpo Completo C,Misión,,,Método Híbrido V&V,,Pino,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
9a11d908-8d20-4e70-b846-628e396b3e91,mi-primera-dominada--semana-1,Mi Primera Dominada- Semana 1,Mi Primera Dominada- Semana 1,Misión,,,,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/onwol6xGzGQOuV0uci28.jpeg,Supabase: rutinas,,
20661b2c-2b85-4932-896e-52bb0d878001,mi-primera-dominada--semana-2,Mi Primera Dominada- Semana 2,Mi Primera Dominada- Semana 2,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
2a6d89ca-094b-4105-8692-9ef3965dcb71,mi-primera-dominada--semana-3,Mi Primera Dominada- Semana 3,Mi Primera Dominada- Semana 3,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f8e266e0-6948-4510-86f6-66c76e7c1aa8,mi-primera-dominada--semana-4,Mi Primera Dominada- Semana 4,Mi Primera Dominada- Semana 4,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4f1397d7-994a-4fc0-81ec-f0854214a55b,mi-primera-dominada--semana-5,Mi Primera Dominada- Semana 5,Mi Primera Dominada- Semana 5,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
2925484a-cead-4af8-a642-9936464cf6c8,mi-primera-dominada--semana-6,Mi Primera Dominada- Semana 6,Mi Primera Dominada- Semana 6,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b3855db8-517a-4042-8846-1bf046099895,mi-primera-dominada--semana-7,Mi Primera Dominada- Semana 7,Mi Primera Dominada- Semana 7,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b9db6f22-8feb-48f7-94bc-983d837d7997,mi-primera-dominada--semana-8,Mi Primera Dominada- Semana 8,Mi Primera Dominada- Semana 8,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
77ec2fc4-f103-4744-adac-b41a1940433a,mi-primera-dominada--semana-9,Mi Primera Dominada- Semana 9,Mi Primera Dominada- Semana 9,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b17af34d-f4f9-43d9-8a91-df10fbf5f7db,mi-primera-dominada--semana-10,Mi Primera Dominada- Semana 10,Mi Primera Dominada- Semana 10,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
050771a7-9a35-4d0b-9656-931bc8192fb1,mi-primera-dominada--semana-11,Mi Primera Dominada- Semana 11,Mi Primera Dominada- Semana 11,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4e210a20-30fe-4229-b842-a9fd0aea4405,mi-primera-dominada--semana-12,Mi Primera Dominada- Semana 12,Mi Primera Dominada- Semana 12,Misión,,,,,,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
052d3b5d-9d53-4374-9468-f032d89d111b,tzalam-gym:-tren-inferior-c,Tzalam Gym: Tren Inferior C,Tzalam Gym: Tren Inferior C,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
c3120e19-2c05-47a1-b7bd-d69adaf48324,semilla-hibrido:-cuerpo-completo-a,Semilla Hibrido: Cuerpo Completo A,Semilla Hibrido: Cuerpo Completo A,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/VukdtLJ5Q2pFVl7iVbpn.png,Supabase: rutinas,,
cf73dabc-f556-42bf-8b2d-54d1913c111c,semilla-hibrido:-cuerpo-completo-b,Semilla Hibrido: Cuerpo Completo B,Semilla Hibrido: Cuerpo Completo B,Misión Semilla,,,Método Híbrido V&V,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
0e5a6c80-124c-40d5-97d7-9d6df867aa18,tzalam-híbrido:-tren-superior-a,Tzalam Híbrido: Tren Superior A,Tzalam Híbrido: Tren Superior A,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
15594e8d-d0d0-425e-bcdf-9dbbf6e2c16e,roble-gym:-tren-superior-a,Roble Gym: Tren Superior A,Roble Gym: Tren Superior A,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
18d8224d-7c01-4c9e-858d-09808325f69a,roble:-tren-superior-c,Roble: Tren Superior C,Roble: Tren Superior C,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
20ad512b-84d0-4b70-8c82-4723eed7d19f,roble-gym:-cuerpo-completo-c,Roble Gym: Cuerpo Completo C,Roble Gym: Cuerpo Completo C,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
20eaf90e-4b04-4e62-bac8-17fbd8148410,roble-híbrido:-tren-inferior-c,Roble Híbrido: Tren Inferior C,Roble Híbrido: Tren Inferior C,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
30dd122e-7f8e-4ad5-b5a1-3e679ff5ca66,roble:-tren-superior-a,Roble: Tren Superior A,Roble: Tren Superior A,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
3c19c236-68ff-4e0d-b738-eadb0efb1e18,tzalam-gym:-cuerpo-completo-a,Tzalam Gym: Cuerpo Completo A,Tzalam Gym: Cuerpo Completo A,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
47bc7a62-fae3-4440-99f6-593bad4655c5,roble:-tren-inferior-b,Roble: Tren Inferior B,Roble: Tren Inferior B,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4845ed06-5726-415f-9042-87a47a12b94c,tzalam-híbrido:-tren-inferior-b,Tzalam Híbrido: Tren Inferior B,Tzalam Híbrido: Tren Inferior B,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
48cb77a6-26ed-4924-a96a-1c0193043bf2,roble:-tren-inferior-c,Roble: Tren Inferior C,Roble: Tren Inferior C,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
49aacd7e-0d0f-4f4e-bc13-04080689f579,roble:-cuerpo-completo-c,Roble: Cuerpo Completo C,Roble: Cuerpo Completo C,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4e38b060-d9b6-424e-8471-11919a56e366,roble:-cuerpo-completo-a,Roble: Cuerpo Completo A,Roble: Cuerpo Completo A,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
5b6aa447-fa83-4acd-8477-479d7f9cad66,roble-gym:-cuerpo-completo-a,Roble Gym: Cuerpo Completo A,Roble Gym: Cuerpo Completo A,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
